YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,DT28,1402,7169
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,DT28,658,4241
2025-01,WEEKDAY,0,TRAIN,DT29,71,906
2025-01,WEEKDAY,5,TRAIN,DT29,1729,52
2025-01,WEEKDAY,6,TRAIN,DT29,14718,2351
2025-01,WEEKDAY,7,TRAIN,DT29,26531,7695
2025-01,WEEKDAY,8,TRAIN,DT29,29498,8670
2025-01,WEEKDAY,9,TRAIN,DT29,14851,4436
2025-01,WEEKDAY,10,TRAIN,DT29,7808,2455
2025-01,WEEKDAY,11,TRAIN,DT29,5973,2692
2025-01,WEEKDAY,12,TRAIN,DT29,5831,3955
2025-01,WEEKDAY,13,TRAIN,DT29,6022,5486
2025-01,WEEKDAY,14,TRAIN,DT29,5120,5375
2025-01,WEEKDAY,15,TRAIN,DT29,4675,5873
2025-01,WEEKDAY,16,TRAIN,DT29,4984,7798
2025-01,WEEKDAY,17,TRAIN,DT29,10412,13270
2025-01,WEEKDAY,18,TRAIN,DT29,11907,23887
2025-01,WEEKDAY,19,TRAIN,DT29,5886,17685
2025-01,WEEKDAY,20,TRAIN,DT29,3384,11886
2025-01,WEEKDAY,21,TRAIN,DT29,2500,11033
2025-01,WEEKDAY,22,TRAIN,DT29,2037,9606
2025-01,WEEKDAY,23,TRAIN,DT29,882,5088
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,DT29,30,463
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,DT29,437,20
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,DT29,2717,512
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,DT29,3435,1184
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,DT29,4204,1500
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,DT29,4962,1482
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,DT29,4515,1463
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,DT29,4368,1871
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,DT29,4254,2620
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,DT29,4088,2595
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,DT29,3710,2758
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,DT29,3381,3312
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,DT29,3824,3530
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,DT29,4058,4172
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,DT29,3536,4297
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,DT29,2563,4443
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,DT29,1927,4637
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,DT29,1469,5295
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,DT29,1068,5038
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,DT29,474,2820
2025-01,WEEKDAY,0,TRAIN,DT3,37,764
2025-01,WEEKDAY,5,TRAIN,DT3,829,11
2025-01,WEEKDAY,6,TRAIN,DT3,8795,1707
2025-01,WEEKDAY,7,TRAIN,DT3,22665,12119
2025-01,WEEKDAY,8,TRAIN,DT3,31031,5868
2025-01,WEEKDAY,9,TRAIN,DT3,15633,3317
2025-01,WEEKDAY,10,TRAIN,DT3,8565,2688
2025-01,WEEKDAY,11,TRAIN,DT3,7567,2976
2025-01,WEEKDAY,12,TRAIN,DT3,7410,4195
2025-01,WEEKDAY,13,TRAIN,DT3,6795,5880
2025-01,WEEKDAY,14,TRAIN,DT3,6655,7307
2025-01,WEEKDAY,15,TRAIN,DT3,7469,7731
2025-01,WEEKDAY,16,TRAIN,DT3,8066,8922
2025-01,WEEKDAY,17,TRAIN,DT3,10379,12892
2025-01,WEEKDAY,18,TRAIN,DT3,10620,22370
2025-01,WEEKDAY,19,TRAIN,DT3,5627,19363
2025-01,WEEKDAY,20,TRAIN,DT3,3295,11637
2025-01,WEEKDAY,21,TRAIN,DT3,2684,9889
2025-01,WEEKDAY,22,TRAIN,DT3,2021,8019
2025-01,WEEKDAY,23,TRAIN,DT3,571,3913
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,DT3,13,477
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,DT3,218,11
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,DT3,1131,494
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,DT3,1979,2436
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,DT3,4062,2260
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,DT3,5234,2083
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,DT3,6179,2017
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,DT3,6225,2438
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,DT3,5921,2992
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,DT3,5002,3344
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,DT3,4420,3436
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,DT3,4026,3737
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,DT3,4516,4195
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,DT3,4886,4639
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,DT3,4222,5187
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,DT3,2626,4594
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,DT3,1663,4481
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,DT3,1457,4213
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,DT3,1212,3790
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,DT3,365,2004
2025-01,WEEKDAY,0,TRAIN,DT30,27,1030
2025-01,WEEKDAY,5,TRAIN,DT30,1653,101
2025-01,WEEKDAY,6,TRAIN,DT30,12458,4770
2025-01,WEEKDAY,7,TRAIN,DT30,29944,8659
2025-01,WEEKDAY,8,TRAIN,DT30,37490,4874
2025-01,WEEKDAY,9,TRAIN,DT30,18507,3178
2025-01,WEEKDAY,10,TRAIN,DT30,9267,2486
2025-01,WEEKDAY,11,TRAIN,DT30,7333,2756
2025-01,WEEKDAY,12,TRAIN,DT30,6969,4333
2025-01,WEEKDAY,13,TRAIN,DT30,7085,6196
2025-01,WEEKDAY,14,TRAIN,DT30,7189,6611
2025-01,WEEKDAY,15,TRAIN,DT30,5764,7399
2025-01,WEEKDAY,16,TRAIN,DT30,5635,9405
2025-01,WEEKDAY,17,TRAIN,DT30,7850,16182
2025-01,WEEKDAY,18,TRAIN,DT30,9300,29472
2025-01,WEEKDAY,19,TRAIN,DT30,5448,22705
2025-01,WEEKDAY,20,TRAIN,DT30,3072,13758
2025-01,WEEKDAY,21,TRAIN,DT30,2670,11756
2025-01,WEEKDAY,22,TRAIN,DT30,1845,10377
2025-01,WEEKDAY,23,TRAIN,DT30,643,5955
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,DT30,27,538
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,DT30,302,10
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,DT30,1822,683
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,DT30,3190,1495
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,DT30,4637,1709
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,DT30,5332,1675
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,DT30,5416,1730
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,DT30,5353,2020
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,DT30,5108,2763
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,DT30,4652,3372
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,DT30,4114,3593
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,DT30,3895,4014
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,DT30,3899,4342
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,DT30,4540,4685
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,DT30,4138,4985
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,DT30,2899,4997
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,DT30,1895,5105
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,DT30,1498,5510
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,DT30,1135,5223
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,DT30,461,3006
2025-01,WEEKDAY,0,TRAIN,DT31,51,1108
2025-01,WEEKDAY,5,TRAIN,DT31,2265,80
2025-01,WEEKDAY,6,TRAIN,DT31,12872,3961
2025-01,WEEKDAY,7,TRAIN,DT31,28068,11435
2025-01,WEEKDAY,8,TRAIN,DT31,33339,15516
2025-01,WEEKDAY,9,TRAIN,DT31,14646,7051
2025-01,WEEKDAY,10,TRAIN,DT31,8036,4273
2025-01,WEEKDAY,11,TRAIN,DT31,6889,4443
2025-01,WEEKDAY,12,TRAIN,DT31,7516,7054
2025-01,WEEKDAY,13,TRAIN,DT31,7883,7751
2025-01,WEEKDAY,14,TRAIN,DT31,6100,7231
2025-01,WEEKDAY,15,TRAIN,DT31,6372,8198
2025-01,WEEKDAY,16,TRAIN,DT31,9256,9310
2025-01,WEEKDAY,17,TRAIN,DT31,12255,16710
2025-01,WEEKDAY,18,TRAIN,DT31,14519,31667
2025-01,WEEKDAY,19,TRAIN,DT31,8314,24039
2025-01,WEEKDAY,20,TRAIN,DT31,5007,13778
2025-01,WEEKDAY,21,TRAIN,DT31,4662,11621
2025-01,WEEKDAY,22,TRAIN,DT31,3184,10197
2025-01,WEEKDAY,23,TRAIN,DT31,1392,5740
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,DT31,14,671
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,DT31,467,15
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,DT31,2248,729
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,DT31,3401,1708
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,DT31,4181,2372
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,DT31,4860,2293
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,DT31,4725,2378
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,DT31,4958,2949
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,DT31,5010,3681
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,DT31,4754,4010
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,DT31,4271,4037
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,DT31,4409,4242
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,DT31,4691,4797
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,DT31,5191,5074
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,DT31,4597,5644
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,DT31,3314,5955
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,DT31,2251,5717
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,DT31,2140,5538
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,DT31,1325,5402
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,DT31,581,3046
2025-01,WEEKDAY,0,TRAIN,DT33,49,3122
2025-01,WEEKDAY,5,TRAIN,DT33,5636,39
2025-01,WEEKDAY,6,TRAIN,DT33,28928,8779
2025-01,WEEKDAY,7,TRAIN,DT33,65188,28540
2025-01,WEEKDAY,8,TRAIN,DT33,78222,14390
2025-01,WEEKDAY,9,TRAIN,DT33,35721,6074
2025-01,WEEKDAY,10,TRAIN,DT33,18930,4197
2025-01,WEEKDAY,11,TRAIN,DT33,14695,5160
2025-01,WEEKDAY,12,TRAIN,DT33,16541,8390
2025-01,WEEKDAY,13,TRAIN,DT33,14759,11308
2025-01,WEEKDAY,14,TRAIN,DT33,13994,12755
2025-01,WEEKDAY,15,TRAIN,DT33,11714,13519
2025-01,WEEKDAY,16,TRAIN,DT33,13415,17751
2025-01,WEEKDAY,17,TRAIN,DT33,21852,29261
2025-01,WEEKDAY,18,TRAIN,DT33,24983,59119
2025-01,WEEKDAY,19,TRAIN,DT33,13651,46908
2025-01,WEEKDAY,20,TRAIN,DT33,7592,29825
2025-01,WEEKDAY,21,TRAIN,DT33,5336,25478
2025-01,WEEKDAY,22,TRAIN,DT33,3836,22971
2025-01,WEEKDAY,23,TRAIN,DT33,1542,13300
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,DT33,22,1614
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,DT33,1278,17
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,DT33,4306,1534
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,DT33,7043,3446
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,DT33,8963,3144
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,DT33,10320,2916
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,DT33,10570,2963
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,DT33,10549,3749
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,DT33,10390,4937
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,DT33,8763,6287
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,DT33,8359,6757
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,DT33,8206,7501
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,DT33,8388,8149
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,DT33,9813,8802
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,DT33,8825,9425
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,DT33,5963,9913
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,DT33,3986,10661
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,DT33,2962,11884
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,DT33,2240,11564
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,DT33,886,6668
2025-01,WEEKDAY,0,TRAIN,DT34,15,650
2025-01,WEEKDAY,5,TRAIN,DT34,854,12
2025-01,WEEKDAY,6,TRAIN,DT34,4247,2321
2025-01,WEEKDAY,7,TRAIN,DT34,10187,7964
2025-01,WEEKDAY,8,TRAIN,DT34,12872,10572
2025-01,WEEKDAY,9,TRAIN,DT34,7052,5840
2025-01,WEEKDAY,10,TRAIN,DT34,4074,3271
2025-01,WEEKDAY,11,TRAIN,DT34,4764,2515
2025-01,WEEKDAY,12,TRAIN,DT34,5518,3404
2025-01,WEEKDAY,13,TRAIN,DT34,3869,4605
2025-01,WEEKDAY,14,TRAIN,DT34,3154,4638
2025-01,WEEKDAY,15,TRAIN,DT34,3630,3581
2025-01,WEEKDAY,16,TRAIN,DT34,6245,4301
2025-01,WEEKDAY,17,TRAIN,DT34,13499,5632
2025-01,WEEKDAY,18,TRAIN,DT34,13328,10169
2025-01,WEEKDAY,19,TRAIN,DT34,6138,10038
2025-01,WEEKDAY,20,TRAIN,DT34,3651,6103
2025-01,WEEKDAY,21,TRAIN,DT34,1955,4598
2025-01,WEEKDAY,22,TRAIN,DT34,1633,4023
2025-01,WEEKDAY,23,TRAIN,DT34,984,2305
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,DT34,7,444
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,DT34,200,6
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,DT34,646,369
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,DT34,996,1313
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,DT34,1630,1176
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,DT34,1944,1111
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,DT34,2218,1210
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,DT34,2335,1285
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,DT34,2469,1422
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,DT34,2177,1728
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,DT34,1984,1824
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,DT34,2006,1906
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,DT34,2293,1863
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,DT34,3011,1994
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,DT34,2575,2346
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,DT34,2195,2573
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,DT34,1318,2476
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,DT34,853,2443
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,DT34,650,2122
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,DT34,347,1159
2025-01,WEEKDAY,0,TRAIN,DT5,150,1608
2025-01,WEEKDAY,5,TRAIN,DT5,2354,250
2025-01,WEEKDAY,6,TRAIN,DT5,14609,4152
2025-01,WEEKDAY,7,TRAIN,DT5,31490,13823
2025-01,WEEKDAY,8,TRAIN,DT5,39385,20029
2025-01,WEEKDAY,9,TRAIN,DT5,21141,13079
2025-01,WEEKDAY,10,TRAIN,DT5,12441,9445
2025-01,WEEKDAY,11,TRAIN,DT5,13740,9392
2025-01,WEEKDAY,12,TRAIN,DT5,14574,11356
2025-01,WEEKDAY,13,TRAIN,DT5,15207,12634
2025-01,WEEKDAY,14,TRAIN,DT5,12164,14593
2025-01,WEEKDAY,15,TRAIN,DT5,14600,15470
2025-01,WEEKDAY,16,TRAIN,DT5,15400,17526
2025-01,WEEKDAY,17,TRAIN,DT5,21355,25279
2025-01,WEEKDAY,18,TRAIN,DT5,25929,43398
2025-01,WEEKDAY,19,TRAIN,DT5,16993,32795
2025-01,WEEKDAY,20,TRAIN,DT5,11420,18023
2025-01,WEEKDAY,21,TRAIN,DT5,9785,16796
2025-01,WEEKDAY,22,TRAIN,DT5,6761,14190
2025-01,WEEKDAY,23,TRAIN,DT5,2781,7452
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,DT5,73,874
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,DT5,664,48
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,DT5,2804,1227
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,DT5,4088,3613
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,DT5,6436,6361
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,DT5,8551,7311
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,DT5,9663,6780
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,DT5,12375,7217
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,DT5,12020,7450
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,DT5,11683,7971
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,DT5,10271,7553
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,DT5,9436,8335
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,DT5,9751,8792
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,DT5,10011,10398
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,DT5,9857,10375
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,DT5,7164,9114
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,DT5,4908,8445
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,DT5,3575,8393
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,DT5,2543,7977
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,DT5,1016,4379
2025-01,WEEKDAY,0,TRAIN,DT6,65,428
2025-01,WEEKDAY,5,TRAIN,DT6,234,199
2025-01,WEEKDAY,6,TRAIN,DT6,3845,5375
2025-01,WEEKDAY,7,TRAIN,DT6,10709,19644
2025-01,WEEKDAY,8,TRAIN,DT6,13806,18156
2025-01,WEEKDAY,9,TRAIN,DT6,7810,8945
2025-01,WEEKDAY,10,TRAIN,DT6,5943,5119
2025-01,WEEKDAY,11,TRAIN,DT6,8995,7902
2025-01,WEEKDAY,12,TRAIN,DT6,8341,7373
2025-01,WEEKDAY,13,TRAIN,DT6,9906,7451
2025-01,WEEKDAY,14,TRAIN,DT6,13176,7253
2025-01,WEEKDAY,15,TRAIN,DT6,15139,8079
2025-01,WEEKDAY,16,TRAIN,DT6,12387,6598
2025-01,WEEKDAY,17,TRAIN,DT6,19084,10353
2025-01,WEEKDAY,18,TRAIN,DT6,21073,16211
2025-01,WEEKDAY,19,TRAIN,DT6,9336,10732
2025-01,WEEKDAY,20,TRAIN,DT6,4417,5773
2025-01,WEEKDAY,21,TRAIN,DT6,4308,5192
2025-01,WEEKDAY,22,TRAIN,DT6,5296,4332
2025-01,WEEKDAY,23,TRAIN,DT6,554,2182
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,DT6,22,230
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,DT6,52,23
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,DT6,487,477
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,DT6,1281,2221
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,DT6,2496,3142
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,DT6,3259,2229
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,DT6,3825,2183
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,DT6,4602,2581
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,DT6,4425,2670
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,DT6,3586,3137
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,DT6,3398,2893
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,DT6,3653,3169
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,DT6,4347,3106
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,DT6,4283,3313
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,DT6,4127,3289
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,DT6,2217,3167
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,DT6,1368,2662
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,DT6,981,2657
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,DT6,751,2347
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,DT6,296,1180
2025-01,WEEKDAY,0,TRAIN,DT7,25,279
2025-01,WEEKDAY,5,TRAIN,DT7,282,92
2025-01,WEEKDAY,6,TRAIN,DT7,2305,3280
2025-01,WEEKDAY,7,TRAIN,DT7,6316,14375
2025-01,WEEKDAY,8,TRAIN,DT7,8228,15256
2025-01,WEEKDAY,9,TRAIN,DT7,4870,4994
2025-01,WEEKDAY,10,TRAIN,DT7,3411,2993
2025-01,WEEKDAY,11,TRAIN,DT7,3386,3490
2025-01,WEEKDAY,12,TRAIN,DT7,3416,3396
2025-01,WEEKDAY,13,TRAIN,DT7,3456,4357
2025-01,WEEKDAY,14,TRAIN,DT7,3836,5216
2025-01,WEEKDAY,15,TRAIN,DT7,6756,5662
2025-01,WEEKDAY,16,TRAIN,DT7,8174,5246
2025-01,WEEKDAY,17,TRAIN,DT7,9649,7012
2025-01,WEEKDAY,18,TRAIN,DT7,10701,10987
2025-01,WEEKDAY,19,TRAIN,DT7,5618,7692
2025-01,WEEKDAY,20,TRAIN,DT7,2276,4354
2025-01,WEEKDAY,21,TRAIN,DT7,1582,3925
2025-01,WEEKDAY,22,TRAIN,DT7,1533,2847
2025-01,WEEKDAY,23,TRAIN,DT7,521,1340
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,DT7,11,131
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,DT7,45,9
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,DT7,281,486
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,DT7,789,1491
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,DT7,1615,1761
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,DT7,2338,1408
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,DT7,2583,1443
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,DT7,2397,1583
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,DT7,2376,1677
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,DT7,2004,1944
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,DT7,1700,1880
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,DT7,1777,2061
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,DT7,2015,2290
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,DT7,2216,2705
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,DT7,2200,2979
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,DT7,1460,2490
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,DT7,930,2059
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,DT7,735,1776
2025-01,WEEKENDS/HOLIDAY,22,TRAIN,DT7,818,1461
2025-01,WEEKENDS/HOLIDAY,23,TRAIN,DT7,239,710
2025-01,WEEKDAY,0,TRAIN,DT8,22,178
2025-01,WEEKDAY,5,TRAIN,DT8,176,303
2025-01,WEEKDAY,6,TRAIN,DT8,2354,6338
2025-01,WEEKDAY,7,TRAIN,DT8,8084,27511
2025-01,WEEKDAY,8,TRAIN,DT8,7957,9613
2025-01,WEEKDAY,9,TRAIN,DT8,4979,3822
2025-01,WEEKDAY,10,TRAIN,DT8,4379,2952
2025-01,WEEKDAY,11,TRAIN,DT8,4933,2593
2025-01,WEEKDAY,12,TRAIN,DT8,4350,3788
2025-01,WEEKDAY,13,TRAIN,DT8,9315,5135
2025-01,WEEKDAY,14,TRAIN,DT8,10275,6047
2025-01,WEEKDAY,15,TRAIN,DT8,9590,5551
2025-01,WEEKDAY,16,TRAIN,DT8,11436,5165
2025-01,WEEKDAY,17,TRAIN,DT8,10738,6006
2025-01,WEEKDAY,18,TRAIN,DT8,13037,9108
2025-01,WEEKDAY,19,TRAIN,DT8,6707,6049
2025-01,WEEKDAY,20,TRAIN,DT8,2308,3222
2025-01,WEEKDAY,21,TRAIN,DT8,2259,2547
2025-01,WEEKDAY,22,TRAIN,DT8,1097,1819
2025-01,WEEKDAY,23,TRAIN,DT8,345,916
2025-01,WEEKENDS/HOLIDAY,0,TRAIN,DT8,20,86
2025-01,WEEKENDS/HOLIDAY,5,TRAIN,DT8,29,27
2025-01,WEEKENDS/HOLIDAY,6,TRAIN,DT8,260,462
2025-01,WEEKENDS/HOLIDAY,7,TRAIN,DT8,666,1166
2025-01,WEEKENDS/HOLIDAY,8,TRAIN,DT8,1631,1614
2025-01,WEEKENDS/HOLIDAY,9,TRAIN,DT8,2290,1426
2025-01,WEEKENDS/HOLIDAY,10,TRAIN,DT8,2314,1576
2025-01,WEEKENDS/HOLIDAY,11,TRAIN,DT8,2404,1681
2025-01,WEEKENDS/HOLIDAY,12,TRAIN,DT8,2399,1692
2025-01,WEEKENDS/HOLIDAY,13,TRAIN,DT8,2082,1779
2025-01,WEEKENDS/HOLIDAY,14,TRAIN,DT8,1933,1845
2025-01,WEEKENDS/HOLIDAY,15,TRAIN,DT8,1760,1923
2025-01,WEEKENDS/HOLIDAY,16,TRAIN,DT8,2011,2370
2025-01,WEEKENDS/HOLIDAY,17,TRAIN,DT8,2154,2463
2025-01,WEEKENDS/HOLIDAY,18,TRAIN,DT8,2025,2616
2025-01,WEEKENDS/HOLIDAY,19,TRAIN,DT8,1268,2141
2025-01,WEEKENDS/HOLIDAY,20,TRAIN,DT8,831,1682
2025-01,WEEKENDS/HOLIDAY,21,TRAIN,DT8,806,1339
